Index,Device,BPMTYP,envKx,envKy,envtrigDelay,envmtphsoffs,envXoffset,envYoffset,envQoffset,envexSwitch,envilk,envilk_1,envilk_2,envilk_3,envilk_4,envilk_5,envilk_6,envilk_7,envpmOffset,envSpikeRemoval_1,envSpikeRemoval_2,envSpikeRemoval_3,envSpikeRemoval_4,envSpikeRemoval_5,envSpikeRemoval_6
170,BPM_OL_37,OOStr,33303821,33303821,4510,0,0,0,0,1,0,-1600800,399200,-904700,1095300,30000,5,-40,1000,0,1,-4,2,-1,3
171,BPM_OL_24,OOStr,33303821,33303821,4522,0,0,0,0,1,0,-1124700,875300,-993200,1006800,30000,5,-40,1000,0,1,-4,2,-1,3
172,BPM_OL_13,OOStr,33303821,33303821,4532,0,0,0,0,1,0,-1576000,424000,-1330500,669500,30000,5,-40,1000,0,1,-4,2,-1,3
173,BPM_OL_0,OOStr,33303821,33303821,4618,0,0,0,0,1,0,-742300,1257700,-655300,1344700,30000,5,-40,1000,0,1,-4,2,-1,3
174,BPM_OR_8,OOStr,33303821,33303821,4626,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
175,BPM_OR_17,UNIvu,12770619,12180911,4626,0,0,0,0,1,1,275500,1275500,-1223850,-723850,30000,5,-40,1000,0,1,-4,2,-1,3
176,BPM_OR_22,UNIvu,12770619,12180911,4637,0,0,0,0,1,1,-1400400,-400400,474250,974250,30000,5,-40,1000,0,1,-4,2,-1,3
177,BPM_OR_26,OOStr,33303821,33303821,4626,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
178,BPM_OR_32,P3XUd,4615828,5128107,4644,0,0,0,0,1,1,-506900,493100,107700,607700,30000,5,-40,1000,0,1,-4,2,-1,3
179,BPM_OR_37,P3XUd,4615828,5128107,4646,0,0,0,0,1,1,-392200,607800,-315600,184400,30000,5,-40,1000,0,1,-4,2,-1,3
180,BPM_OR_44,OOStr,33303821,33303821,4640,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
181,BPM_OR_53,OOArc,16975404,17640265,4660,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
182,BPM_OR_62,P3XOc,16294711,16392342,4566,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
183,BPM_OR_65,P3XOc,16294711,16392342,4570,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
184,BPM_OR_69,P3XUd,4615828,5128107,4582,0,0,0,0,1,1,219700,1219700,-174400,325600,30000,5,-40,1000,0,1,-4,2,-1,3
185,BPM_OR_74,P3XUd,4615828,5128107,4574,0,0,0,0,1,1,-1048300,-48300,-730000,-230000,30000,5,-40,1000,0,1,-4,2,-1,3
186,BPM_OR_79,P3XOc,16294711,16392342,4576,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
187,BPM_OR_83,P3XOc,16294711,16392342,4593,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
188,BPM_OR_87,P3XOc,16294711,16392342,4585,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
189,BPM_OR_90,P3XUd,4615828,5128107,4585,0,0,0,0,1,1,-1027900,-27900,-434200,65800,30000,5,-40,1000,0,1,-4,2,-1,3
190,BPM_OR_96,P3XUd,4615828,5128107,4600,0,0,0,0,1,1,-1095900,-95900,-983900,-483900,30000,5,-40,1000,0,1,-4,2,-1,3
191,BPM_OR_100,P3XOc,16294711,16392342,4590,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
192,BPM_OR_104,P3XOc,16294711,16392342,4594,0,0,0,0,1,0,0,0,0,0,30000,5,-40,1000,0,1,-4,2,-1,3
193,BPM_OR_111,OOArc,16975404,17640265,4614,0,0,0,0,1,0,-1544100,455900,-1025300,974700,30000,5,-40,1000,0,1,-4,2,-1,3
194,BPM_OR_126,OOArc,16975404,17640265,4624,0,0,0,0,1,0,-1969600,30400,-1367600,632400,30000,5,-40,1000,0,1,-4,2,-1,3
195,BPM_OR_140,OOArc,16975404,17640265,4642,0,0,0,0,1,0,-2089100,-89100,-1509100,490900,30000,5,-40,1000,0,1,-4,2,-1,3
196,BPM_SOL_133,OOArc,16975404,17640265,4591,0,0,0,0,1,0,-615900,1384100,-1271800,728200,30000,5,-40,1000,0,1,-4,2,-1,3
197,BPM_SOL_118,OOArc,16975404,17640265,4578,0,0,0,0,1,0,-1481900,518100,-1434800,565200,30000,5,-40,1000,0,1,-4,2,-1,3
198,BPM_SOL_104,OOArc,16975404,17640265,4593,0,0,0,0,1,0,-1434900,565100,-687900,1312100,30000,5,-40,1000,0,1,-4,2,-1,3
199,BPM_SOL_90,OOArc,16975404,17640265,4593,0,0,0,0,1,0,-1661700,338300,-1657800,342200,30000,5,-40,1000,0,1,-4,2,-1,3
200,BPM_SOL_75,OOArc,16975404,17640265,4593,0,0,0,0,1,0,-1889400,110600,-2072300,-72300,30000,5,-40,1000,0,1,-4,2,-1,3
201,BPM_SOL_61,OOArc,16975404,17640265,4588,0,0,0,0,1,0,-3095700,-1095700,-1730000,270000,30000,5,-40,1000,0,1,-4,2,-1,3
202,BPM_SOL_54,OOArc,16975404,17640265,4583,0,0,0,0,1,0,-1116200,883800,-1502600,497400,30000,5,-40,1000,0,1,-4,2,-1,3
203,BPM_SOL_46,OOArc,16975404,17640265,4588,0,0,0,0,1,0,-736300,1263700,-3816500,-1816500,30000,5,-40,1000,0,1,-4,2,-1,3
204,BPM_SOL_31,OOArc,16975404,17640265,4586,0,0,0,0,1,0,-2177200,-177200,-1488200,511800,30000,5,-40,1000,0,1,-4,2,-1,3
205,BPM_SOL_13,OOArc,16975404,17640265,4589,0,0,0,0,1,0,-649800,1350200,-649800,1350200,30000,5,-40,1000,0,1,-4,2,-1,3
206,BPM_SOL_1,OOArc,16975404,17640265,4583,0,0,0,0,1,0,-1522200,477800,-534800,1465200,30000,5,-40,1000,0,1,-4,2,-1,3
207,BPM_SOR_13,OOArc,16975404,17640265,4594,0,0,0,0,1,0,-605000,1395000,-1610000,390000,30000,5,-40,1000,0,1,-4,2,-1,3
208,BPM_SOR_31,OOArc,16975404,17640265,4610,0,0,0,0,1,0,170000,2170000,-2380000,-380000,30000,5,-40,1000,0,1,-4,2,-1,3
209,BPM_SOR_46,OOArc,16975404,17640265,3720,0,0,0,0,1,0,1170000,3170000,-1650000,350000,30000,5,-40,1000,0,1,-4,2,-1,3
210,BPM_SOR_61,OOArc,16975404,17640265,3730,0,0,0,0,1,0,-970000,1030000,-1630000,370000,30000,5,-40,1000,0,1,-4,2,-1,3
211,BPM_SOR_75,OOArc,16975404,17640265,3743,0,0,0,0,1,0,-719100,1280900,-1391700,608300,30000,5,-40,1000,0,1,-4,2,-1,3
212,BPM_SOR_90,OOArc,16975404,17640265,3757,0,0,0,0,1,0,-1351800,648200,-2045700,-45700,30000,5,-40,1000,0,1,-4,2,-1,3
213,BPM_SOR_104,OOArc,16975404,17640265,3770,0,0,0,0,1,0,-1530400,469600,-1390200,609800,30000,5,-40,1000,0,1,-4,2,-1,3
214,BPM_SOR_118,OOArc,16975404,17640265,3778,0,0,0,0,1,0,-997900,1002100,-1280600,719400,30000,5,-40,1000,0,1,-4,2,-1,3
215,BPM_SOR_133,OOArc,16975404,17640265,3790,0,0,0,0,1,0,-1253100,746900,-1021900,978100,30000,5,-40,1000,0,1,-4,2,-1,3
216,BPM_SL_140,OOArc,16975404,17640265,3645,0,0,0,0,1,0,233500,2233500,-974700,1025300,30000,5,-40,1000,0,1,-4,2,-1,3
217,BPM_SL_126,OOArc,16975404,17640265,3647,0,0,0,0,1,0,-688500,1311500,-1317200,682800,30000,5,-40,1000,0,1,-4,2,-1,3
218,BPM_SL_111,OOArc,16975404,17640265,3645,0,0,0,0,1,0,-674000,1326000,-2098300,-98300,30000,5,-40,1000,0,1,-4,2,-1,3
219,BPM_SL_97,OOArc,16975404,17640265,3645,0,0,0,0,1,0,-397900,1602100,-1756500,243500,30000,5,-40,1000,0,1,-4,2,-1,3
220,BPM_SL_82,OOArc,16975404,17640265,3640,0,0,0,0,1,0,-833400,1166600,-1874200,125800,30000,5,-40,1000,0,1,-4,2,-1,3
221,BPM_SL_68,OOArc,16975404,17640265,3640,0,0,0,0,1,0,-196900,1803100,-1812000,188000,30000,5,-40,1000,0,1,-4,2,-1,3
222,BPM_SL_53,OOArc,16975404,17640265,3643,0,0,0,0,1,0,-623500,1376500,-1798700,201300,30000,5,-40,1000,0,1,-4,2,-1,3
223,BPM_SL_36,OOStr,33303821,33303821,3640,0,0,0,0,1,0,-413600,1586400,-641700,1358300,30000,5,-40,1000,0,1,-4,2,-1,3
224,BPM_SL_24,OOStr,33303821,33303821,3640,0,0,0,0,1,0,1662800,3662800,-290300,1709700,30000,5,-40,1000,0,1,-4,2,-1,3
225,BPM_SL_6,OOStr,33303821,33303821,3640,0,0,0,0,1,0,375200,2375200,285200,2285200,30000,5,-40,1000,0,1,-4,2,-1,3
226,BPM_SR_6,OOStr,33303821,33303821,3637,0,0,0,0,1,0,-1437100,562900,-952800,1047200,30000,5,-40,1000,0,1,-4,2,-1,3
227,BPM_SR_24,OOStr,33303821,33303821,3635,0,0,0,0,1,0,427900,2427900,-630000,1370000,30000,5,-40,1000,0,1,-4,2,-1,3
228,BPM_SR_36,OOStr,33303821,33303821,3635,0,0,0,0,1,0,-587300,1412700,-1045000,955000,30000,5,-40,1000,0,1,-4,2,-1,3
229,BPM_SR_53,OOArc,16975404,17640265,3647,0,0,0,0,1,0,-807900,1192100,-1295600,704400,30000,5,-40,1000,0,1,-4,2,-1,3
230,BPM_SR_68,OOArc,16975404,17640265,3660,0,0,0,0,1,0,-1111700,888300,-1662700,337300,30000,5,-40,1000,0,1,-4,2,-1,3
231,BPM_SR_82,OOArc,16975404,17640265,3672,0,0,0,0,1,0,-798400,1201600,-1220000,780000,30000,5,-40,1000,0,1,-4,2,-1,3
232,BPM_SR_97,OOArc,16975404,17640265,3684,0,0,0,0,1,0,-1068200,931800,-1136800,863200,30000,5,-40,1000,0,1,-4,2,-1,3
233,BPM_SR_111,OOArc,16975404,17640265,3695,0,0,0,0,1,0,-1252300,747700,-1199700,800300,30000,5,-40,1000,0,1,-4,2,-1,3
234,BPM_SR_126,OOArc,16975404,17640265,3710,0,0,0,0,1,0,-1337600,662400,-1179500,820500,30000,5,-40,1000,0,1,-4,2,-1,3
235,BPM_SR_140,OOArc,16975404,17640265,3717,0,0,0,0,1,0,-1337600,662400,-1027100,972900,30000,5,-40,1000,0,1,-4,2,-1,3
236,BPM_SWL_133,OOArc,16975404,17640265,3660,0,0,0,0,1,0,-866000,1134000,-1266800,733200,30000,5,-40,1000,0,1,-4,2,-1,3
237,BPM_SWL_118,OOArc,16975404,17640265,3655,0,0,0,0,1,0,-1944200,55800,-905800,1094200,30000,5,-40,1000,0,1,-4,2,-1,3
238,BPM_SWL_104,OOArc,16975404,17640265,3655,0,0,0,0,1,0,-1706300,293700,-1340900,659100,30000,5,-40,1000,0,1,-4,2,-1,3
239,BPM_SWL_90,OOArc,16975404,17640265,3655,0,0,0,0,1,0,-1001500,998500,-880100,1119900,30000,5,-40,1000,0,1,-4,2,-1,3
240,BPM_SWL_75,OOArc,16975404,17640265,3655,0,0,0,0,1,0,-1243800,756200,-703000,1297000,30000,5,-40,1000,0,1,-4,2,-1,3
241,BPM_SWL_61,OOArc,16975404,17640265,3655,0,0,0,0,1,0,-977900,1022100,-1067100,932900,30000,5,-40,1000,0,1,-4,2,-1,3
242,BPM_SWL_46,OOArc,16975404,17640265,3650,0,0,0,0,1,0,-937800,1062200,-1212600,787400,30000,5,-40,1000,0,1,-4,2,-1,3
243,BPM_SWL_39,OOArc,16975404,17640265,3652,0,0,0,0,1,0,-991700,1008300,-1981300,18700,30000,5,-40,1000,0,1,-4,2,-1,3
244,BPM_SWL_31,OOArc,16975404,17640265,3652,0,0,0,0,1,0,731800,2731800,-2202300,-202300,30000,5,-40,1000,0,1,-4,2,-1,3
245,BPM_SWL_13,OOStr,33303821,33303821,3652,0,0,0,0,1,0,-1061500,938500,89200,2089200,30000,5,-40,1000,0,1,-4,2,-1,3
246,BPM_SWL_1,OOStr,33303821,33303821,3655,0,0,0,0,1,0,-925100,1074900,-851300,1148700,30000,5,-40,1000,0,1,-4,2,-1,3
247,BPM_SOR_67,OOArc,16975404,17640265,3727,0,0,0,0,1,0,-1000000,1000000,-1000000,1000000,30000,5,-40,1000,0,1,-4,2,-1,3
248,BPM_SOL_24,OOArc,16975404,17640265,3727,0,0,0,0,1,0,-1000000,1000000,-1000000,1000000,30000,5,-40,1000,0,1,-4,2,-1,3
